text,star,app_id,reviewDate,model_score,grammr_score
I've been ordering here for years. Updated to say its still pretty good in 2021,5,com.alibaba.aliexpresshd,18/03/21,161.64622,67.6707550048828
Why is Alixpress customer service not Available. Like I don't understand please Please reply me,1,com.alibaba.aliexpresshd,18/03/21,445.92746,10.814508056640626
Very useful app,5,com.alibaba.aliexpresshd,18/03/21,2979.6064,0.0
Excellent products and speed of shipments.,5,com.alibaba.aliexpresshd,18/03/21,223.84663,55.23067321777344
"Fast, simple to use. Best shipping I know of. Everything you can imagine on electronics is there and there are quite a few amazing, unknown to the US items --- really worth it. This is the ONLY app from which in never mind getting ads!",5,com.alibaba.aliexpresshd,18/03/21,127.14781,74.57043762207032
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Love the possibilities of the app. Working wel.,5,com.alibaba.aliexpresshd,18/03/21,383.1868,23.36264038085938
Great,4,com.alibaba.aliexpresshd,18/03/21,,0.0
I Love AliExpress and All Sellers in AliExpress No Scam Zone,5,com.alibaba.aliexpresshd,18/03/21,650.2001,0.0
I have ordered severally using the app and its very reliable shipping is fast anf what you order is what you get,5,com.alibaba.aliexpresshd,18/03/21,247.9087,50.41825866699219
The search engine needs work. Doesn't work as well as I'd like. A lot of useless items come up in a search that has none of the words I searched for in the title.,3,com.alibaba.aliexpresshd,18/03/21,31.213783,93.75724334716797
Great,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Good but late,3,com.alibaba.aliexpresshd,18/03/21,2558.8457,0.0
This app is great for finding stuff at somewhat reasonable prices. But just like wish they start to progressively stop sending your products within the scheduled time or don't send them at all. Once a dispute is brought up the seller's want to lie about ETAs. I done with this app. Since Covid-19 they have making any excuse to not send your items. Tracking numbers do not track the package. Genuinely done with this app after my previous orders arrive or if they ever do.,1,com.alibaba.aliexpresshd,18/03/21,121.99928,75.60014343261719
"Very reasonable shipping times to the USA. If you own a computer business as I do, AliExpress is a must.",5,com.alibaba.aliexpresshd,18/03/21,64.30603,87.1387939453125
Fun fun fun,5,com.alibaba.aliexpresshd,18/03/21,1473.5142,0.0
Very good app,5,com.alibaba.aliexpresshd,18/03/21,1434.0106,0.0
Is incredible...,5,com.alibaba.aliexpresshd,18/03/21,4856.264,0.0
Very good,3,com.alibaba.aliexpresshd,18/03/21,405.5945,18.88109741210937
Great honest app..,4,com.alibaba.aliexpresshd,18/03/21,6885.6343,0.0
"App itself is good, easy to use and with loads of inexpensive items to buy, but gets 2 stars. The app is just one part of it. The other part is the service and delivery of things you have bought. Unfortunately this side of AliExpress is very poor. 2 months of waiting for purchases to arrive so far... if you want an item quick forget this and go to a local shop. You do have different freight options but these are pricey and so nullify any savings you may make.",2,com.alibaba.aliexpresshd,18/03/21,47.9239,90.41521987915038
I can't live without Ali Express ido alot of shopping,5,com.alibaba.aliexpresshd,18/03/21,1493.3175,0.0
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Would have given 5 stars if Cash on delivery option was available..,1,com.alibaba.aliexpresshd,18/03/21,245.67352,50.86529541015625
Nice app,5,com.alibaba.aliexpresshd,18/03/21,16875.27,0.0
Produtos variados e com timo preo. Mas o tempo de espera para chegar o produto na sua casa... Vish!,4,com.alibaba.aliexpresshd,18/03/21,434.73062,13.053875732421872
"So far so good,got items on time",5,com.alibaba.aliexpresshd,18/03/21,617.387,0.0
Amazing app. Best place to purchase your product internationally,5,com.alibaba.aliexpresshd,18/03/21,217.60559,56.4788818359375
Ali express is great. Sometimes orders take a very long time but I'm ok with it as long as my things arrive when it says .,5,com.alibaba.aliexpresshd,18/03/21,73.742905,85.25141906738281
"Love this app. Some things take awhile to receive, that is clearly stated on items that are ordered.",5,com.alibaba.aliexpresshd,18/03/21,92.71785,81.45643005371093
Fast delivery,5,com.alibaba.aliexpresshd,18/03/21,22999.201,0.0
"Some shipments take long, and most of the things they sell is cheap but i really like this app because the stuff is cheap depending on what you order :)",4,com.alibaba.aliexpresshd,18/03/21,83.833725,83.2332550048828
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
YOU NOOB NO LEGO POLICE BOAY 60045,1,com.alibaba.aliexpresshd,18/03/21,4618.2397,0.0
Too many problems with service. I am done. Not an easy solution and prices are about same as Amazon for same prices..and better problem resolution,2,com.alibaba.aliexpresshd,18/03/21,197.40526,60.51894836425782
This App Really Makes Shopping Easy and Fun,5,com.alibaba.aliexpresshd,18/03/21,476.775,4.645001220703127
Excellent,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Am very happy to use this app everything is straight forward and deliveries are quick,5,com.alibaba.aliexpresshd,18/03/21,108.447525,78.31049499511718
got credit card fraud the next day after my first purchase. But yea what do I expect on a cheap website.,1,com.alibaba.aliexpresshd,18/03/21,95.976524,80.80469512939453
Very nice app,5,com.alibaba.aliexpresshd,18/03/21,2618.0896,0.0
Very easy app to use. Lots to choose from.,5,com.alibaba.aliexpresshd,18/03/21,36.050186,92.78996276855469
"Theres one item that i didnt get, but i still like this better than others apps.",5,com.alibaba.aliexpresshd,18/03/21,84.75296,83.04940795898438
With time I will give it 5 stars Started using it not quite long,3,com.alibaba.aliexpresshd,18/03/21,267.1326,46.573480224609376
"All I can say is I LOVE LOVE LOVE ALIEXPRESS, the prices are great and if you shop around you can find the same item sold by different sellers, some cheaper, with free shipping and some are better quality than others - ALWAYS CHECK OUT REVIEWS THEY HELP SO MUCH!!! - Well worth the wait for shipping. Vendors are great and if there is a problem (which doesn't happen much), AliExpress works with purchasers and refunds cost including shipping if appropriate.",5,com.alibaba.aliexpresshd,18/03/21,48.10795,90.37841033935547
Amazing,5,com.alibaba.aliexpresshd,18/03/21,,0.0
For the years I've been on AliExpress I've ONLY had a handful of negative experiences. The overall experience has been positive. Let's hope they keep it going in a great direction,5,com.alibaba.aliexpresshd,18/03/21,29.713284,94.05734329223633
I liked spending time on this app as it has a variety of products to offer...you can buy anything of your choice and interest sitting at home.. different sales days and promotions also make it more attractive for someone who loves to shop economically...but can you please provide us the facility of cash on delivery. ?,4,com.alibaba.aliexpresshd,18/03/21,93.904366,81.21912689208985
Good,4,com.alibaba.aliexpresshd,18/03/21,,0.0
Nice,5,com.alibaba.aliexpresshd,18/03/21,,0.0
My favourite app,5,com.alibaba.aliexpresshd,18/03/21,2583.4714,0.0
Great service.,5,com.alibaba.aliexpresshd,18/03/21,217.52281,56.49543762207031
Good deals but too long shipping time could it be Faster ??,4,com.alibaba.aliexpresshd,18/03/21,774.0929,0.0
Awesome,1,com.alibaba.aliexpresshd,18/03/21,,0.0
I'm very satisfied with their service. This is the best online shopping app I have used so far. Highly recommend,5,com.alibaba.aliexpresshd,18/03/21,15.938895,96.81222095489503
"Was enjoying the app initially but now its a total mess, you order something, the seller sends incomplete items and you can neither open dispute, send the seller a message nor contact the support team. You just end up losing your money!This is very irresponsible of Ali express in short thus is cheating!",2,com.alibaba.aliexpresshd,18/03/21,128.96019,74.20796203613281
"The delivery is extremely poor! very poor indeed.Even if an order is delivered by foot from overseas, it cant surely take over 4 months.Other online business platforms like kilmall are exemplary. Ali Express you need to have a total turnaround.",1,com.alibaba.aliexpresshd,18/03/21,217.63185,56.47362976074219
Package was in perfect condition. Shipping was faster than expected..,4,com.alibaba.aliexpresshd,18/03/21,46.72689,90.65462188720703
New customer. Little bit wary at first but no real worries as my few items are small and low value. So far the first one arrived today. I ordered it 5 weeks ago but the tracking info on the app is pretty informative. Waiting on the others...,5,com.alibaba.aliexpresshd,18/03/21,65.8165,86.83670043945312
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Fair and good,4,com.alibaba.aliexpresshd,18/03/21,201.18904,59.76219177246094
Amazing,5,com.alibaba.aliexpresshd,18/03/21,,0.0
So reliable.,5,com.alibaba.aliexpresshd,18/03/21,687.0957,0.0
Very nice,5,com.alibaba.aliexpresshd,18/03/21,3656.5212,0.0
Worst customer support. Bloody robot dont let you chat with agent and doesn't answer to queries. Disputes are pending from three months but Aliexpress is sleeping,1,com.alibaba.aliexpresshd,18/03/21,300.38837,39.92232666015625
Awesome and user friendly,5,com.alibaba.aliexpresshd,18/03/21,63.698803,87.2602394104004
Useless.. fake,1,com.alibaba.aliexpresshd,18/03/21,41611.36,0.0
Super,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Love it,5,com.alibaba.aliexpresshd,18/03/21,267.64197,46.471606445312496
Great,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Excellent,5,com.alibaba.aliexpresshd,18/03/21,,0.0
"They have really good stuff, I've just had a lot of problems with shipping :( It usually takes 2-3 months to get something delivered.",4,com.alibaba.aliexpresshd,18/03/21,27.671938,94.46561241149902
Amazing selection,5,com.alibaba.aliexpresshd,18/03/21,12777.663,0.0
Totally satisfied with shipping time and product's in which I have purchased.,5,com.alibaba.aliexpresshd,18/03/21,126.45424,74.70915222167969
Very good,5,com.alibaba.aliexpresshd,18/03/21,405.5945,18.88109741210937
Very good Shopping Apps,5,com.alibaba.aliexpresshd,18/03/21,36411.875,0.0
Is ok,4,com.alibaba.aliexpresshd,18/03/21,39764.23,0.0
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
 ,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Good app you can get anything you want at any store at your convenience time,5,com.alibaba.aliexpresshd,18/03/21,86.016556,82.79668884277343
Best app,5,com.alibaba.aliexpresshd,18/03/21,10928.283,0.0
Very bad experience buying in this platform. Delivery is often more than 30 days and up to 55 days. Dispute is handled by robot and no real people behind it. Return shipping for faulty item is paid by the buyer and most of the time is expensive and not worth it. The price published for a product is often based on the lowest forex rate so that the item look cheaper. So many manipulations inside this platform. I would advise anyone not to buy from this platform.There are better platforms out there,1,com.alibaba.aliexpresshd,18/03/21,47.005486,90.5989028930664
I just had an amazing experience with AliExpress,5,com.alibaba.aliexpresshd,18/03/21,70.47692,85.90461578369141
Very good site easy to use,5,com.alibaba.aliexpresshd,18/03/21,288.96292,42.20741577148438
"Yep really good until use it a few more times. Thanks. Tony,",3,com.alibaba.aliexpresshd,18/03/21,113.50824,77.29835205078125
Trusted and reliable Fast and cheap Accurate and sure,5,com.alibaba.aliexpresshd,18/03/21,246.79471,50.64105834960937
Very useful,5,com.alibaba.aliexpresshd,18/03/21,5888.236,0.0
"The app is convenient but, items are too small to see correctly. This makes it hard to choose the right colors. The app is a little difficult. I also encountered a clip of porn in one of the product streams. I like using the computer better than the app.",3,com.alibaba.aliexpresshd,18/03/21,46.29501,90.74099807739258
I love how they have so many products!,5,com.alibaba.aliexpresshd,18/03/21,65.995316,86.80093688964844
Good,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Easy to look for anything needed,5,com.alibaba.aliexpresshd,18/03/21,341.83337,31.6333251953125
nice,5,com.alibaba.aliexpresshd,18/03/21,,0.0
Its good,4,com.yahoo.mobile.client.android.mail,18/03/21,1655.693,0.0
Excellent,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
It's simply the best,5,com.yahoo.mobile.client.android.mail,18/03/21,52.05351,89.58929824829102
"Yeah, it's alright",4,com.yahoo.mobile.client.android.mail,18/03/21,18.432707,96.31345863342285
I am using yahoo more than 15 years and happy to use it in the future. Thank yahoo.,5,com.yahoo.mobile.client.android.mail,18/03/21,47.91862,90.41627578735351
Convenient,4,com.yahoo.mobile.client.android.mail,18/03/21,24216.385,0.0
Works for me.,5,com.yahoo.mobile.client.android.mail,18/03/21,75.47612,84.90477600097657
Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,405.5945,18.88109741210937
Easy to work and read,5,com.yahoo.mobile.client.android.mail,18/03/21,119.39409,76.12118225097656
Great!,5,com.yahoo.mobile.client.android.mail,18/03/21,621.4636,0.0
I order all the time from Affirm their pretty reasonable and their fair,5,com.yahoo.mobile.client.android.mail,18/03/21,543.735,0.0
Great!,5,com.yahoo.mobile.client.android.mail,18/03/21,621.4636,0.0
Very effective and quick,5,com.yahoo.mobile.client.android.mail,18/03/21,217.90381,56.419238281249996
"This is absolutely the worst email app out there. I'm very disappointed I actually thought that Yahoo after all these years would have had their act together when it came to providing good reliable and fast and accurate email. Just to give you a for instance when I try to delete an email, I can't get rid of it, and it takes two or three tries before it's finally deleted. This email app by Yahoo has a lot of glitches and bugs in it. The bottom line is I don't recommend that you install this.",1,com.yahoo.mobile.client.android.mail,18/03/21,21.19453,95.76109390258789
It's email...,4,com.yahoo.mobile.client.android.mail,18/03/21,1055.0428,0.0
I can't open links on my email I have updated and reinstall it and still having trouble trying to open a link on a email li yes I do have Tmobile but I never had problems with it,1,com.yahoo.mobile.client.android.mail,18/03/21,112.6717,77.46566009521484
Its working satisfactory.,5,com.yahoo.mobile.client.android.mail,18/03/21,2940.5432,0.0
Very satisfied,4,com.yahoo.mobile.client.android.mail,18/03/21,12999.743,0.0
Serves my needs very well.,4,com.yahoo.mobile.client.android.mail,18/03/21,146.2411,70.75177917480468
Good experience,5,com.yahoo.mobile.client.android.mail,18/03/21,7396.047,0.0
I love how easy it is to navigate my mail now. The folders I can make are wonderful. Highly recommend this email.,5,com.yahoo.mobile.client.android.mail,18/03/21,53.04313,89.39137420654298
Ok email,5,com.yahoo.mobile.client.android.mail,18/03/21,54892.38,0.0
Great,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
Excelentes,5,com.yahoo.mobile.client.android.mail,18/03/21,3826.8118,0.0
"I have been using this app a few days, but I really like it. Sometimes it's a bit slow, but it is easy to use and allows for organized email.",5,com.yahoo.mobile.client.android.mail,18/03/21,15.529498,96.89410037994385
The best,5,com.yahoo.mobile.client.android.mail,18/03/21,816.8183,0.0
TOO MANY HOOPS TO JUMP THRU FOR VERIFICATION. BROKEN APP,3,com.yahoo.mobile.client.android.mail,18/03/21,138.28438,72.34312438964844
Yahoo has improved so much more,5,com.yahoo.mobile.client.android.mail,18/03/21,602.2413,0.0
Great functionality and stability!,5,com.yahoo.mobile.client.android.mail,18/03/21,329.81488,34.03702392578125
Great app!,5,com.yahoo.mobile.client.android.mail,18/03/21,801.1728,0.0
"I am using Yahoo mail from last 20 yrs ,good service and easy to understand format",5,com.yahoo.mobile.client.android.mail,18/03/21,196.02124,60.795751953125
Well designed for lazy people! Very easy and convenience!,5,com.yahoo.mobile.client.android.mail,18/03/21,250.58507,49.88298645019531
Thank you Yahoo! Mail,5,com.yahoo.mobile.client.android.mail,18/03/21,416.2318,16.753637695312495
It's nice n good app.,5,com.yahoo.mobile.client.android.mail,18/03/21,835.4178,0.0
Too good,5,com.yahoo.mobile.client.android.mail,18/03/21,1322.1741,0.0
Great,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
notices come in twice I only need them once,3,com.yahoo.mobile.client.android.mail,18/03/21,317.6798,36.4640380859375
Very easy to use,5,com.yahoo.mobile.client.android.mail,18/03/21,39.493797,92.10124053955077
"Have had it forever, has not let me down yet!.",5,com.yahoo.mobile.client.android.mail,18/03/21,137.47852,72.504296875
The best email provider in my eyes,5,com.yahoo.mobile.client.android.mail,18/03/21,364.24185,27.15162963867187
No issues. Works well,5,com.yahoo.mobile.client.android.mail,18/03/21,202.37627,59.52474670410156
Abcd,1,com.halfbrick.fruitninjafree,18/03/21,17190.355,0.0
Very user friendly and I feel that my information is secure,5,com.yahoo.mobile.client.android.mail,18/03/21,58.91898,88.21620407104493
This app used to be great but the last 3 days I have not been able access my emails. Everytime I try to open an email the app kicks me out. I have uninstalled and reinstalled the app but the same thing. Please fix this,2,com.yahoo.mobile.client.android.mail,18/03/21,20.257143,95.94857139587403
5 stars,5,com.yahoo.mobile.client.android.mail,18/03/21,19117.207,0.0
Very easy to use and understand,5,com.yahoo.mobile.client.android.mail,18/03/21,43.842793,91.23144149780273
Very seldom have trouble with it.,5,com.yahoo.mobile.client.android.mail,18/03/21,186.22905,62.75419006347656
Thank you so much. Free email apps.,5,com.yahoo.mobile.client.android.mail,18/03/21,151.53177,69.69364624023437
Exelente,5,com.yahoo.mobile.client.android.mail,18/03/21,1059.7712,0.0
Excellent service,5,com.yahoo.mobile.client.android.mail,18/03/21,2776.6062,0.0
"Works well, easy to use",5,com.yahoo.mobile.client.android.mail,18/03/21,49.710167,90.05796661376954
Thank you I appreciate this app its been a great tool for meI can always count on this app to work,5,com.yahoo.mobile.client.android.mail,18/03/21,48.44576,90.31084823608398
Useful,5,com.yahoo.mobile.client.android.mail,18/03/21,5724.3535,0.0
So far no issues,5,com.yahoo.mobile.client.android.mail,18/03/21,843.7191,0.0
Good,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
Too many advertisements. It's very annoying.,3,com.yahoo.mobile.client.android.mail,18/03/21,74.18489,85.16302185058593
Rubbish,1,com.yahoo.mobile.client.android.mail,18/03/21,72867.766,0.0
Happy,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
Very interesting and convenient to use. Totally user friendly,5,com.yahoo.mobile.client.android.mail,18/03/21,87.83086,82.43382873535157
Very fantastics,5,com.badoo.mobile,18/03/21,12940.691,0.0
OK,4,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
Great job Wii use it more!,4,com.yahoo.mobile.client.android.mail,18/03/21,1106.3167,0.0
Outstanding app,5,com.yahoo.mobile.client.android.mail,18/03/21,14338.391,0.0
"This app is extraordinary and very very helpful for daily day today life Sending group messages, informations, urgent and immediate details and very handy app for all ages and all times",5,com.yahoo.mobile.client.android.mail,18/03/21,276.21606,44.756787109375
Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,405.5945,18.88109741210937
Seems to have fewer glitches now,4,com.yahoo.mobile.client.android.mail,18/03/21,305.4753,38.904937744140625
Useless,1,com.yahoo.mobile.client.android.mail,18/03/21,69708.51,0.0
Amazing and win,5,com.yahoo.mobile.client.android.mail,18/03/21,1352.802,0.0
Totoka,5,com.yahoo.mobile.client.android.mail,18/03/21,4086.4097,0.0
Very reliable,5,com.yahoo.mobile.client.android.mail,18/03/21,9329.955,0.0
Ad buttons are none responsive,1,com.yahoo.mobile.client.android.mail,18/03/21,7661.712,0.0
Ok,3,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
Smooth,5,com.yahoo.mobile.client.android.mail,18/03/21,5114.993,0.0
I enjoy all that yahoo has to offer,5,com.yahoo.mobile.client.android.mail,18/03/21,73.04528,85.39094390869141
"You have Fixed Contacts save System, instead of Contacts List save as per our customised matched.",4,com.yahoo.mobile.client.android.mail,18/03/21,475.38748,4.922503662109379
Good then before though Improving slowly...,4,com.yahoo.mobile.client.android.mail,18/03/21,6259.757,0.0
Great tool to keep in touch with individuals and businesses,5,com.yahoo.mobile.client.android.mail,18/03/21,50.915733,89.81685333251953
Not for me.. too many ads. its distracts me too much. I forget why I opened my emails in the first place,3,com.yahoo.mobile.client.android.mail,18/03/21,56.608765,88.6782470703125
Highly appropriate and useful.,5,com.yahoo.mobile.client.android.mail,18/03/21,91.9868,81.6026397705078
"Your app keeps crapping out, I have to keep checking my emails constantly for new emails. The icon notifications will randomly show that I have emails. I can't open up my sent out email box. It keeps kicking me out of the app completely every time. I've uninstalled the app several times to refresh the app, I've cleaned out the caches several times. What is going on with this app?",1,com.yahoo.mobile.client.android.mail,18/03/21,35.073814,92.98523712158203
Great App!,5,com.yahoo.mobile.client.android.mail,18/03/21,2090.7239,0.0
Good,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
"I'm sick of it asking me to review it when I reviewed it years ago. Also, I now need a VPN to properly read my emails in China",4,com.yahoo.mobile.client.android.mail,18/03/21,47.72334,90.45533218383788
"I Love using yahoo mail. It's always been fun, convienient, and robust to use.",5,com.yahoo.mobile.client.android.mail,18/03/21,82.91161,83.4176773071289
Gives me the ease of use I like and allows me to have another email address to use for various outlets.,5,com.yahoo.mobile.client.android.mail,18/03/21,57.646107,88.47077865600585
Very usefull,5,com.yahoo.mobile.client.android.mail,18/03/21,543.089,0.0
Very useful.,5,com.yahoo.mobile.client.android.mail,18/03/21,221.89558,55.62088317871095
Awsome,5,com.yahoo.mobile.client.android.mail,18/03/21,12791.758,0.0
bugs all the time. I constantly have to open the app from the app store.,1,com.yahoo.mobile.client.android.mail,18/03/21,23.315128,95.3369743347168
Ive been with yahoo since early 2000. Loyal to yahoo,5,com.yahoo.mobile.client.android.mail,18/03/21,63.47434,87.30513229370118
Been using it since 2006. Never a problem.,5,com.yahoo.mobile.client.android.mail,18/03/21,41.536972,91.6926055908203
Good,5,com.yahoo.mobile.client.android.mail,18/03/21,,0.0
This app has really approved and works very well.,4,com.yahoo.mobile.client.android.mail,18/03/21,117.32361,76.5352783203125
Perfect app!,5,com.yahoo.mobile.client.android.mail,18/03/21,1017.5138,0.0
Enjoy keeping up with the mail,4,com.yahoo.mobile.client.android.mail,18/03/21,74.41188,85.1176239013672
Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,405.5945,18.88109741210937
No me gusta,2,com.yahoo.mobile.client.android.mail,18/03/21,745.55334,0.0
Works great,5,com.yahoo.mobile.client.android.mail,18/03/21,9372.727,0.0
Great,5,com.psafe.msuite,18/03/21,,0.0
I have no complaints as of yet..,5,com.psafe.msuite,18/03/21,104.75299,79.04940185546874
Great as always,5,com.psafe.msuite,18/03/21,650.8909,0.0
You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND COOOOOOOOOOOL AND RIGHT THERE IF SOMETHING IS WRONG,5,com.psafe.msuite,18/03/21,94.71838,81.0563232421875
 ,5,com.psafe.msuite,18/03/21,,0.0
Waist of time,1,com.psafe.msuite,18/03/21,1452.5044,0.0
Keeps alook out at all times,4,com.psafe.msuite,18/03/21,242.86067,51.427865600585946
Nice app,5,com.psafe.msuite,18/03/21,16875.27,0.0
Christlife123!,5,com.psafe.msuite,18/03/21,9338.652,0.0
I love it it's doing it's job,5,com.psafe.msuite,18/03/21,51.614708,89.67705841064453
Ok,5,com.psafe.msuite,18/03/21,,0.0
Good,5,com.psafe.msuite,18/03/21,,0.0
Works,5,com.psafe.msuite,18/03/21,,0.0
"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it. It is extremely helpful.",5,com.psafe.msuite,17/03/21,16.378891,96.72422180175782
Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe,5,com.psafe.msuite,17/03/21,61.111057,87.77778854370118
Great,5,com.psafe.msuite,17/03/21,,0.0
Good,5,com.psafe.msuite,17/03/21,,0.0
I like the apps it works and it's quick to get things done and no problems!!,4,com.psafe.msuite,17/03/21,88.239975,82.35200500488281
It's been good.,5,com.psafe.msuite,17/03/21,36.3034,92.73932037353516
Good,5,com.psafe.msuite,17/03/21,,0.0
This is very satisfying ft.slayypoint,5,com.halfbrick.fruitninjafree,18/03/21,2149.7825,0.0
Chinna,2,com.halfbrick.fruitninjafree,18/03/21,400.93265,19.813470458984373
That is so fun and can get so much fun,5,com.halfbrick.fruitninjafree,18/03/21,49.961357,90.00772857666016
Too good,4,com.halfbrick.fruitninjafree,18/03/21,1322.1741,0.0
Good,5,com.halfbrick.fruitninjafree,18/03/21,,0.0
maganda,5,com.halfbrick.fruitninjafree,18/03/21,7918.23,0.0
Amazing :-\,5,com.halfbrick.fruitninjafree,18/03/21,410.9387,17.81226196289063
Super game,5,com.halfbrick.fruitninjafree,18/03/21,4182.4746,0.0
Very Butiful good game,5,com.halfbrick.fruitninjafree,18/03/21,22315.414,0.0
Super,5,com.halfbrick.fruitninjafree,18/03/21,,0.0
Nice superb,5,com.halfbrick.fruitninjafree,18/03/21,158032.23,0.0
Bro i am from thoothukudi good game yaah!!,5,com.halfbrick.fruitninjafree,18/03/21,2941.7253,0.0
Nice game but it can be improved,4,com.halfbrick.fruitninjafree,18/03/21,94.328285,81.13434295654297
Good game,5,com.halfbrick.fruitninjafree,18/03/21,2247.7815,0.0
 ,5,com.halfbrick.fruitninjafree,18/03/21,,0.0
I remember this game when I was 6 years old and it was amazing,5,com.halfbrick.fruitninjafree,18/03/21,18.902885,96.21942291259765
Not downloadin fast That's all,1,com.halfbrick.fruitninjafree,18/03/21,2352.809,0.0
I like the game,5,com.halfbrick.fruitninjafree,18/03/21,84.9404,83.01192016601561
It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,1,com.halfbrick.fruitninjafree,18/03/21,80.5577,83.88845977783204
Dogwater,1,com.halfbrick.fruitninjafree,18/03/21,28514.098,0.0
This game is so amazing,1,com.halfbrick.fruitninjafree,18/03/21,61.744854,87.65102920532226
so very cute,5,com.halfbrick.fruitninjafree,18/03/21,1072.1332,0.0
Nice app,5,com.halfbrick.fruitninjafree,18/03/21,16875.27,0.0
If half brick studios reply to this comment with we are sorry they are g&y,1,com.halfbrick.fruitninjafree,18/03/21,635.787,0.0
LOVE THIS GAME,5,com.halfbrick.fruitninjafree,18/03/21,239.27943,52.14411315917968
Hiii the best way Gauges,3,com.halfbrick.fruitninjafree,18/03/21,2488.0164,0.0
Good,5,com.halfbrick.fruitninjafree,18/03/21,,0.0
Hatdog,5,com.halfbrick.fruitninjafree,18/03/21,39497.4,0.0
One of the best games of all time,5,com.halfbrick.fruitninjafree,18/03/21,8.534959,98.29300823211669
AR..,4,com.halfbrick.fruitninjafree,18/03/21,5338.8857,0.0
"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)",1,com.halfbrick.fruitninjafree,18/03/21,69.68321,86.06335754394532
Like the upgrades and missions,4,com.halfbrick.fruitninjafree,18/03/21,802.8218,0.0
